pupilId,nr_tasks_per_pupil,total_duration in minutes,average duration per task in minutes,AI-1-v2-1-1,AI-4-v2-1-4,EvalML-1-1,ML-2-1-1,EvalML-1-5,AI-4-v2-1-5,EvalML-1-2,EvalML-1-6,AIClosing-1-1,AIClosing-1-3,AIClosing-1-4,AI-1-v2-1-2,AI-1-v2-1-2_eval,AI-1-v2-1-2_null_answer,AI-1-v2-1-2_unknown,AI-1-v2-1-2_correct_points,AI-1-v2-1-2_incorrect_points,AI-1-v2-1-2_irrelevant_points,AI-1-v2-1-2_rating_content,AI-1-v2-1-2_rating_format,AI-1-v2-1-2_rating_creativity,AI-4-v2-1-3,AI-4-v2-1-3_eval,AI-4-v2-1-3_null_answer,AI-4-v2-1-3_unknown,AI-4-v2-1-3_correct_points,AI-4-v2-1-3_incorrect_points,AI-4-v2-1-3_irrelevant_points,AI-4-v2-1-3_rating_content,AI-4-v2-1-3_rating_format,AI-4-v2-1-3_rating_creativity,ML-2-1-2,ML-2-1-2_eval,ML-2-1-2_null_answer,ML-2-1-2_unknown,ML-2-1-2_correct_points,ML-2-1-2_incorrect_points,ML-2-1-2_irrelevant_points,ML-2-1-2_rating_content,ML-2-1-2_rating_format,ML-2-1-2_rating_creativity,EvalML-1-7,EvalML-1-7_eval,EvalML-1-7_null_answer,EvalML-1-7_unknown,EvalML-1-7_correct_points,EvalML-1-7_incorrect_points,EvalML-1-7_irrelevant_points,EvalML-1-7_rating_content,EvalML-1-7_rating_format,EvalML-1-7_rating_creativity,AIClosing-1-2,AIClosing-1-5,AIClosing-1-5_eval,AIClosing-1-5_null_answer,AIClosing-1-5_unknown,AIClosing-1-5_correct_points,AIClosing-1-5_incorrect_points,AIClosing-1-5_irrelevant_points,AIClosing-1-5_rating_content,AIClosing-1-5_rating_format,AIClosing-1-5_rating_creativity,LimitsML-1-2,LimitsML-1-2_eval,LimitsML-1-2_null_answer,LimitsML-1-2_unknown,LimitsML-1-2_correct_points,LimitsML-1-2_incorrect_points,LimitsML-1-2_irrelevant_points,LimitsML-1-2_rating_content,LimitsML-1-2_rating_format,LimitsML-1-2_rating_creativity,AI-2-v2-1-1,EvalML-1-4,AI-4-v2-1-1,AI-4-v2-1-2,AI-3-v2-1-2,EvalML-1-3,Classification-1-1-1,Clustering-1-1-1,ML-3-1-2,ML-3-1-3,ML-3-1-4,EvalML-1-9,Classification-2-1-8,Impact-1-1-1,EvalML-1-8,LimitsML-1-1,AIClosing-1-6,AIClosing-1-7,AIClosing-1-8,AIClosing-1-8_eval,AIClosing-1-8_null_answer,AIClosing-1-8_unknown,AIClosing-1-8_correct_points,AIClosing-1-8_incorrect_points,AIClosing-1-8_irrelevant_points,AIClosing-1-8_rating_content,AIClosing-1-8_rating_format,AIClosing-1-8_rating_creativity,classId
c799ygbXLJNdrdhRG,3,0.3333333333333333,0.1111111111111111,62.0,,,,,,,,,,,gfh,false,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,NCm8NNbAmNsur5S33
sfmw8KQLy8LGdYmYq,31,71.13333333333334,2.2946236559139788,52.0,24.0,,,,23.0,,,100.0,46.0,77.0,KI sind Künstliche Inteligenzen die oft in games oder in Firmen benutzt werden. In games werden sie oft als gegen spieler benutzt die ein gewisses verständniss für das spiel besitzen. Um es so dem spieler schwieriger macht sie zu besiegen.,correct,,,,,,5.0,4.0,4.0,KI sind zum teil eigenständige Programme,correct,,,,,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,100.0,Durch die hilfe von KI wird das leben für jeden von uns nur einfacher heißt es es gibt nu8r vorteile,correct,,,,,,3.0,4.0,4.0,,,,,,,,,,,"[False, True, False, True]",[],"[False, True, False, False]","[False, False, False, True, False, True, True]","[False, True, False]",[],[],[],[],[],[],[],[],"[False, True]",[],[],26.0,66.0,ich möchte nichts dazu sagen,correct,,,,,,1.0,2.0,2.0,NCm8NNbAmNsur5S33
FtWfJrEwzd8oJCK7M,42,42.25,1.005952380952381,100.0,100.0,,87.0,,79.0,,,77.0,37.0,71.0,"KI auch Künstliche Intelligenz ist ein Themen Bereich wo Informatiker and Computern/Programmen arbeiten um diese Besser denken zu lassen oder schlussendlich auch eigene ""Gehirne"" zu erstellen (Ein selbst denkender Roboter).",false,,,,,,5.0,4.0,5.0,"KI ist einen Themen bereich wobei Informatiker sich dabei besassen ein Programm zuschreiben welches immer besser wird und aus fehlern selbstständig lernen kann, es wird desweiterem versucht eine Allein denkende KI zu erstellen (Modivizierte Alexa). KI wird zwischen Allgemeiner und spezifischer KI unterschieden. Spezifische spezialisiert sich auch 1 Thema. Desweiterem ist KI sehr nützlich und ist in einigen Bereichen besser als das Menschliche Gehirn.",false,,,,,,4.0,2.0,4.0,"Eine ""Maschine"" kriegt viele Übungen wenn diese eine Antwort richtig beantwortet kriegt sie eine ""Belohnung"" dies wird so lange fortgeführt bis die ""Maschine"" immer die richtige Antwort gibt.Es lernt bei Fehlern, dass diese Falsch sind und es bekommt eine kleine ""Strafe"".",correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,100.0,"Entwicklungen kommen immer nun ist es jedoch  die KI früher war es das Auto, dann wurden es Waffen und danach Medizin, Entwicklungen können immer Positiv wie negativ sein, deshalb sollte man sich immer eine eigene Individuelle Meinung zu dieser Entwicklung bilden. (Durch bild erkennungs Apps könnten zumbeispiel Blinde leute hören was vor ihnen ist sich ein Buch vorlesen lassen oder ihr geld zählen)",false,,,,,,5.0,4.0,5.0,,,,,,,,,,,"[True, True, False, True]",[],"[True, True, True, False]","[True, True, False, False, True, False, False]","[True, True, False]",[],[],[],"[True, False]","[True, False]","[True, False]",[],[],"[False, True]",[],[],80.0,80.0,Die Informationen waren gut aber es sollte mehr über das Startup gehen (Das game) ansonsten kommt kein spaß auf wenn sich nichts verbessert oder es nur so kurz geht.,false,,,,,,5.0,5.0,5.0,hZ9Hi9DLZSm5JMbNm
oHwPNSnneP7jd22M6,7,13.0,1.8571428571428572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
XvfMxH8eJHfmjmSKH,7,3.066666666666667,0.43809523809523815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
7QBDGe4eSmKRtLb5o,7,0.9833333333333333,0.14047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
KdYqfxuQMESzuaqBz,7,3.933333333333333,0.5619047619047619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
avkCSKfLJNGnBx3x6,4,12.133333333333333,3.033333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],"[False, True]",[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
vtXbpg8o7G3QbuQKh,7,0.7166666666666667,0.10238095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
yXW4JdcWRBfM7Eixg,11,8.566666666666666,0.7787878787878788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],"[False, True]",[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
DB58T27Nm8NezaMhj,7,0.7,0.09999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
DTrLcfAZiW9AG8kJQ,7,7.6,1.0857142857142856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
NbDrz39GYMkQ2zygG,7,3.3,0.4714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
AezLL6wL4MCX2JYjB,8,6.516666666666667,0.8145833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],"[False, True]",[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
uo9M6NWSLj8opYpQq,1,10.55,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],"[False, True]",[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
JbDzzGhFjpbH6inpg,7,2.45,0.35000000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
Fg6uizsriyGP48qdo,1,0.11666666666666667,0.11666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],"[False, True]",[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
THFm9WLcxnnwDA6sh,1,0.15,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],"[False, True]",[],[],,,,,,,,,,,,,2xefmoTfmYkhhAZYp
kbbuS4DAwpKCW2JX2,31,10.833333333333334,0.34946236559139787,1.0,26.0,,,,100.0,,,69.0,51.0,32.0,"Computer Systeme, die sich selbst weiter entwickeln kann.",correct,,,,,,4.0,4.0,4.0,kp,correct,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,100.0,"Ich würde sagen, dass KI die Menschheit verbessern soll.",correct,,,,,,1.0,4.0,1.0,,,,,,,,,,,"[True, True, True, False]",[],"[True, True, True, False]","[False, True, False, False, True, True, True]","[True, True, True]",[],[],[],[],[],[],[],[],"[False, True]",[],[],100.0,58.0,alles bestens,correct,,,,,,5.0,5.0,5.0,hZ9Hi9DLZSm5JMbNm
o4fHGCBk4uSez76RY,3,7.483333333333333,2.4944444444444445,66.0,,,,,,,,,,,"Eine Software, die je nach Programmierung in gewissen Maßen eigenständig denken und Befehle ausführen kann. ",pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
RoiMCz29KHcjXZXxA,3,7.633333333333334,2.5444444444444447,100.0,,,,,,,,,,,Etwas was Sachen steuert aber keine Person ist sondern ein Computer.Sachen die von selber etwas machen<br>,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
vbPHxWL9Dphj6Xuym,11,14.516666666666667,1.3196969696969698,27.0,55.0,,,,70.0,,,,,,Künstliche Intelligenz ist die Bezeichnung für die Fähigkeit von Maschinen menschenähnliche Fähigkeiten zu erlernen.,pending,,,,,,,,,"KI ist die Fähigkeit von Maschinen, sich allgemein Fähigkeiten von Menschen anzueignen und eigenständig zu lernen, sich weiterzuentwickeln und eigenständige Entscheidungen zu treffen. Es gibt spezifische KI die sich auf eine einzige Fähigkeit spezialisiert hat und diese besser beherrscht als wir Menschen und es gibt allgemeine KI, die sich nicht auf eine Fähigkeit spezialisiert, sondern viele Anwendungsbereiche hat, in denen sie dann aber nicht so gut ist, wie die spezifische KI.",pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],"[True, False, True, True]","[True, True, False, False, False, False, True]","[True, True, True]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
tJjmjAPYDm9eNu7ES,6,9.116666666666667,1.5194444444444446,77.0,,,,,,,,,,,Intilligenz von Automatischen Geräten.,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[False, True, False, True]",[],[],[],"[False, True, True]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
ccpsvwdWvvje3AuEJ,11,20.75,1.8863636363636365,86.0,97.0,,,,100.0,,,,,,"Eine künstliche Intelligenz ist ein Programm welches fähig ist zu lernen und mit dem gelernten, Aufgaben ausführen kann. Einer künstliche Intelligenz welche zum Beispiel Barack Obama in Bildern erkennen soll werden Bilder mit Barack Obama und Bilder ohne Barack Obama ""gezeigt"" und das Ergebnis (also wieviele Bilder Richtig erkannt wurden) werden analysiert und die KI lernt daraus immer weiter und kann somit immer besser erkennen wie Barack Obama aussieht. Eine KI braucht sehr viele Bilder um ""perfekt"" zu sein und eine Erfolgsrate von 100% zu erreichen.",pending,,,,,,,,,Eine KI ist ein Programm das sich entweder in einem Spezifischen Bereich (spezifische KI) oder allgemein (allgemeine KI) intelligent Verhält. Eine KI ist zum Beispiel ein Liederkennungsproramm welches durch viele Lernsets immer Intelligenter wird. Es gibt KIs die sehr intelligent in spezifischen Bereichen sind aber allgemeine KIs sind noch nicht ausgereift und fast nicht existent.,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],"[False, True, True, False]","[True, True, False, True, True, False, True]","[True, False, True]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
wFjMMZa75Y4jnTiyt,3,14.433333333333334,4.811111111111111,52.0,,,,,,,,,,,wenn ein Gerät unter meiner Führung verschiedene Dinge erledigen kann,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
Fkzmz9rTdkQXSmE2E,11,15.816666666666666,1.4378787878787878,86.0,49.0,,,,80.0,,,,,,"<br>Künstliche Intelligenz ist ein Begriff, der menschenähnliche Intelligenzleistungen wie Lernen, Urteilen und Problemlösen von Maschinen beschreibt.",pending,,,,,,,,,"Künstliche Intelligenz ist ein Begriff, der menschenähnliche Intelligenzleistungen wie Lernen, Urteilen und Problemlösen beschreibt",pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],"[True, True, False, False]","[False, True, False, False, False, True, True]","[True, False, True]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
Pg7BFWmCtMbhidD3w,3,13.783333333333333,4.594444444444444,82.0,,,,,,,,,,,"KI ist ein Teilgebiet der Informatik, in welchem man versucht Computern die Fähigkeit zu zu geben wie ein Mensch zu handeln. Man unterscheidet zwischen starker und schwacher KI, die schwache KI kann ein bestimmtes Problem lösen auf das sie programmiert wurde. Eine starke KI, was es bis heute aber nicht nicht gibt, kann selbstständig verschiedene Probleme lösen. Meist arbeiten KIs mit Algorithmen um z.B. große Datenmengen zu ordnen, schnellstmögloche Routen zu finden, Handschriftenerkennung usw.",pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
bhKkNFkr4F3wyPLAT,4,14.45,3.6125,47.0,,,,,,,,,,,Maschinen übernehmen die Arbeit der Menschen,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
HicSWk5kkvcAz4H8w,4,17.4,4.35,21.0,,,,,,,,,,,Ich glaube zur künstliche Intelligenz gehören Roboter ,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
Yxif2o86Btdf5pHBw,11,14.516666666666667,1.3196969696969698,82.0,69.0,,,,68.0,,,,,,"Einem Gegenstand (Maschine), der menschenähnliche Intelligenz gegeben wird.",pending,,,,,,,,,Kl (Künstliche Intelligenz) ist wenn ein Mensch einem Objekt (Maschine) etwas künstlich hinzufügt an wissen.,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],"[False, True, True, False]","[False, True, True, True, False, True, False]","[True, True, False]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
idFme9S6yEioG8Hka,11,17.983333333333334,1.634848484848485,92.0,79.0,,,,55.0,,,,,,KI's sind Intelligenzen die durch das Ausprobieren von bestimmten Dingen schlauer werden und sich immer weiter dadurch entwickeln. Die KI's können dabei ähnliche Leistungen erbringen wie Menschen.,pending,,,,,,,,,KI's lernen durch Erfahrungen und sie lernen dadurch schnell in bestimmten Bereichen. KI's helfen bei Gesichtserkennungen. Manche KI's sind auch im Internet auf Websites und verfolgen dort bestimmte Algorithmen. So sieht man zum Beispiel auf bestimmten Plattformen wie Tik Tok nur das was man sieht.,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],"[False, True, True, False]","[True, True, False, False, True, True, False]","[True, True, False]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
Q9a6JY4zvQQ9qA2Ms,6,18.133333333333333,3.022222222222222,73.0,,,,,,,,,,,<ul><li>menschliche Intelligenz durch Maschinen</li><li>Maschinen die etwas von Zeit zu Zeit dazulernen</li></ul>,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],[],[],"[True, False, True]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
E8FSMzZhHAnKfcgup,3,14.933333333333334,4.977777777777778,64.0,,,,,,,,,,,"Künstliche Intelligenz ist ein Programm, das berechnet wie, sich ein Lebewesen/Mensch in Situationen verhalten würde.",pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
mYtL2SNZ77fdTf8ps,11,20.75,1.8863636363636365,49.0,83.0,,,,100.0,,,,,,"überarbeitete Menschen, die mehr leisten können und zum Beispiel schwierige Jobs machen können.",pending,,,,,,,,,"Allgemeine KI haben das gleiche Wissen wie Menschen, diese gibt es aber noch nicht. Spezifische KI können die Intelligenz nur auf einen bestimmten Bereich anwenden.",pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, False]",[],"[False, True, True, False]","[False, False, False, True, True, False, False]","[True, False, True]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
fumaZSX6SGrvE6ZQZ,11,13.75,1.25,14.0,75.0,,,,30.0,,,,,,"Künstliche Intelligenz ist soweit ich weiß, nichts anderes als das maschinelle Lernen. Also das man mithilfe des Computersystems lernt.",pending,,,,,,,,,"Kl, also künstliche Intelligenz ist ein Fortschritt der Technik. Geräte werden zu einem bestimmten Themenbereich programmiert. Dies ermöglicht beispielsweise die Gesichserkennung des Smartphones.",pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],"[False, True, True, False]","[False, False, False, True, True, False, True]","[True, True, False]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Rv7Wf522ZgQhs5LdX
XaRqvrr4FGmwbGfvd,55,18.816666666666666,0.3421212121212121,52.0,57.0,,34.0,,43.0,,,58.0,59.0,40.0,Sie ist computergeneriert,correct,,,,,,5.0,3.0,3.0,Künstliche Intelligenzen sind Programmierungen die durch Ehrfahrungen lernen,correct,,,,,,2.0,2.0,2.0,noch nicht,correct,,,,,,1.0,1.0,1.0,,,,,,,,,,,90.0,dass ich die Sorge verstehe aber dass es auch nicht zu viele Risiken gibt,correct,,,,,,3.0,3.0,3.0,,,,,,,,,,,"[False, True, False, True]",[],"[False, True, False, False]","[False, True, True, True, True, False, True]","[False, True, True]",[],"[False, True, True]","[True, False, False, False]","[False, True]","[False, True]","[True, False]",[],"[True, False, False]","[False, True]",[],[],65.0,35.0,Ich fand eigentlich so ziemlich alles gut,correct,,,,,,3.0,3.0,3.0,NCm8NNbAmNsur5S33
hnSuDAuJxnggYbASM,66,102.23333333333333,1.548989898989899,100.0,62.0,89.0,48.0,91.0,70.0,86.0,76.0,74.0,74.0,58.0,"-Eine künstliche Intiligenz ist eine Software, die man mit Daten füttert, und anhand dieser Daten dann z.B. Röntgendaten Auswerten kann. Die künstliche Intilligenz kann Theoretisch auch selbst entscheiden und sich sogar weiterentwickeln",pending,,,,,,,,,"-Eine Ki ist ein Programm was selbstständig Sachen erledigen kann, aber vorher mit Informationen gefüttert werden muss wodurch sie etwas lernt. Immer wenn man sie mit Daten füttert lernt sie etwas Beispiel Youtube: Umso mehr du guckst, umso besser sind Videoempfehlungen-Es gibt fast nur spezifische Ki außer in Filmen, da Ki nicht so einfach viele verschiedene Bereiche übernehmen kann.",pending,,,,,,,,,"-Ich glaube, dass Menschen dem Computer z.B. ein Bild von einem Hund geben, und ihm sagen,dass es ein Hund ist. Dass machen sie mit Millionen Bildern, sodass der Computer in den meisten Fällen den Hund erkennen kann.",pending,,,,,,,,,-Bei Maschinellem lernen gibt der Mensch dem Computer ein Bild und sagt ihm was das ist. Wenn das dann mit sehr vielen Bildern wiederholt wurde ist der Computer bei den meisten Bildern eigenständig fähig zu erkennen was auf dem Bild abgebildet ist.,pending,,,,,,,,,100.0,"-Solange man die Entscheidungen noch selber trifft, und sich z.B nur eine 2 Meinung zu etwas von der KI holt ist es relativ ungefärlich. Bei einem Arzt kann man Diagnosen so sogar verbessern.-Man sollte die KI aber nicht alles überlassen, oder sie wenigesens regelmäßig kontrollieren. z.B. Autonomes fahren würde ich nicht übernehmen lassen, wenn nur Teilweise-Wenn man die KI aber alles selber machen lassen würde, und ihr auch zu viele Daten zur verfügung stellt könnte sie sehr gefärlich werden-Fazit: Wenn man die KI noch kontrolliert und keine/kaum Entscheidungen selber überlässt ist sie aus meiner Sicht Harmlos. wenn man ihr aber zu viele entscheidungen überlässt könnte sie sehr gefärlich werden.",pending,,,,,,,,,"-Dann würden Seehunde als Hunde erkannt werden, und Hunde warscheinlich gar nicht mehr",pending,,,,,,,,,"[True, True, True, True]","[True, True, True, False]","[False, True, True, False]","[False, True, False, False, True, False, True]","[True, False, True]","[True, False, False, True, False, True, True, False, True]","[False, True, True]","[True, True, True, False]","[False, True]","[False, True]","[False, True]","[False, True]","[True, False, True]","[False, True]","[True, True, False, True, False, False, True, True]","[True, True, False]",86.0,62.0,"-Ich finde es nervig, dass man bei bestimmten Aufgaben den Lehrer  fragen muss, damit er mich mit einem anderem verbindet (Gruppenaufgabe). Besser wäre es dass es Automatisiert wird, und Leute aus einer Gruppe Automatisch verbunden werden, aber die Funktion auch abgeschaltet werden oder eingegriffen werden kann",pending,,,,,,,,,Fj6vLBZ78KswTxcPt
67M2aNwthogNLQkXC,66,59.18333333333333,0.8967171717171717,58.0,52.0,38.0,59.0,42.0,66.0,55.0,25.0,59.0,44.0,47.0,Ich finde künstliche Intelligenzen interessant aber nurr wenn sie richtig eingesetzt werden.,pending,,,,,,,,,Eine KI ist eine Software die eigenständig denkt und entscheidungen fällt. Eine KI die in allem so schlau ist wie ein Mensch ist eine allemeine KI . Eine KI die in einem bestimmten Berich sehr schlau ist nennt man spezifische KI.,pending,,,,,,,,,Maschinelles lernen ist wenn ein Program von alleine kriterien für zB. eine Hunde erkennung erstellt,pending,,,,,,,,,Wenn Maschinen aus Fehlern lernen und sie verbessern.,pending,,,,,,,,,59.0,Wenn KI´s richtig eingetzt werden können sie in vielen bereichen sehr hilfreich sein. Wenn sie aber dazu eingesetzt werden Private und Geiheime Informationen zu beschaffen könnten sie gefährlich werden.,pending,,,,,,,,,Der Algorithmus würde den Seehund als Hund erkennen weil Das Bild ein Hunde label hat.,pending,,,,,,,,,"[True, True, False, True]","[True, True, True, False]","[True, True, True, False]","[True, True, False, False, True, False, False]","[False, True, True]","[True, False, True, True, False, True, True, True, True]","[True, False, True]","[True, True, False, True]","[False, True]","[True, False]","[True, False]","[True, True]","[True, True, False]","[False, True]","[True, False, True, True, False, True, True, True]","[True, True, False]",64.0,61.0,Ich fand die Aufgaben gut und übersichtlich,pending,,,,,,,,,Fj6vLBZ78KswTxcPt
umA4Dtpr7KsHQk3Kc,7,3.816666666666667,0.5452380952380953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,Fj6vLBZ78KswTxcPt
Zp5sZ5pZ4Jj4rNN6C,6,5.233333333333333,0.8722222222222222,39.0,,,,,,,,,,,Ich finde es ein bisschen risskant weil sie schon sehr viel weis,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[False, True, False, False]",[],[],[],"[False, True, False]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,NCm8NNbAmNsur5S33
