,pupilId,classId,taskId,taskSeriesId,duration,state,submitted,subType,evaluation,falseAttempts,hintsTaken,rating,teacherFeedback,question,answers,minLabel,maxLabel,hints,sampleSolution,number words in answer,rating_content,rating_format,rating_creativity
347,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Classification-2-1-8,Classification-2,52,"[True, False, True]",True,multipleChoice,correct,,,,,Welche Aussagen stimmen?,"[{'de': 'Ein Algorithmus, der dir basierend auf deinen Lieblingsfächern einen Beruf vorschlägt, könnte man mittels überwachtem Lernen umsetzen', 'en-US': 'An algorithm that suggests a profession based on your favorite subjects could be implemented using supervised learning'}, {'de': 'Ein Algorithmus, der ähnliche Berufe gruppiert, gehört zum überwachten Lernen', 'en-US': 'An algorithm that groups similar occupations is part of supervised learning'}, {'de': 'Ein Algorithmus, der anhand vieler alter Fälle gelernt hat, medizinische Diagnosen zu stellen, gehört zum überwachten Lernen', 'en-US': 'An algorithm that has learned to make medical diagnoses based on many old cases is part of supervised learning'}]",,,"Denk daran, dass wir beim überwachten Lernen Label voraussagen. Welcher dieser Algorithmen sagt ein Label voraus?","[True, False, True]",,,,
348,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Clustering-2-1-1,Clustering-2,533,Für die Make-Up Marke ist auf jeden Fall Cluster Nummer eins das beste da hier viele Views vorliegen und auch ein Interesse an Beauty-Produkten vorliegt. Bei den Autos wird die Auswahl schwieriger denn es gibt keinen YouTube-Kanal bei dem das Haupt Tema Autos sind allerdings kann man  hier nach der Reichweite der YouTuber einen passenden YouTuber für die Kampagne suchen. Hier käme z.B. Cluster 1 oder 2 in Frage.,True,freetext,correct,,,"{'content': 5, 'format': 5, 'creativity': 4}",,"Schau dir die Mittelpunkte der Cluster genau an. Welches Cluster repräsentiert am ehesten eine Make-Up-Marke? Und die Zuschauer welches Clusters würden am ehesten Autos kaufen? Beschreibe in 4-5 Sätzen, welche Cluster du jeweils gewählt hast und warum diese Youtuber die perfekten Markenbotschafter dafür wären.",,,,,"Make-Up: Cluster 1 repräsentiert es am besten. Ist bereits Thema und die Zuschauer sind die richtig Zielgruppe. Autos: Cluster 3-6 wären alle alt genug. Alle wären möglich, käme auf das Auto an. Cluster 4 zB eher Familienautos, 5 und 6 eher günstige Kleinwagen und Cluster 3 auch teurere Autos.",69.0,5.0,5.0,4.0
349,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,LimitsML-1-1,LimitsML,70,"[True, True, False]",True,multipleChoice,correct,,,,,"Was könnte passieren, wenn wir bei den Hundebildern nur Bilder von einer Hunderasse nutzen würden?","[{'de': 'Der Algorithmus würde nur Hunde dieser Rasse zuverlässig als Hunde erkennen', 'en-US': 'The algorithm would only reliably recognize dogs of this breed as dogs'}, {'de': 'Bei Hunden anderer Rassen ist es schwer zu sagen, ob er sie erkennen würde, aber sehr wahrscheinlich nicht so zuverlässig', 'en-US': ""With other breed dogs, it's hard to say if he would recognize them, but most likely not as reliably""}, {'de': 'Der Algorithmus würde immer noch alle Hunderassen als Hunde erkennen, weil es keine Katzen sind', 'en-US': 'The algorithm would still recognize all dog breeds as dogs because they are not cats'}]",,,,"[True, True, False]",,,,
350,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,LimitsML-1-2,LimitsML,84,Auf einmal würde der Algorithmus anfangen alle Bilder von Hunden nicht mehr als Hunde zu labeln aber dafür alle Seehunde als Hunde labeln.<br>,True,freetext,correct,,,"{'content': 5, 'format': 5, 'creativity': 5}",,"Was würde passieren, wenn wir alle Bilder von Hunden durch Bilder von Seehunden ersetzen würden, diese aber als Hunde labeln?",,,,,"Der Algorithmus würde lernen, Seehunde auf unseren Bildern zu erkennen, ihnen aber das Label “Hund” geben.",23.0,5.0,5.0,5.0
351,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,EvalML-1-1,EvalML,30,81,True,surveySlider,,,,,,"Wie gut hast du verstanden, was KI ist? Sei dabei so ehrlich es geht damit wir diese Inhalte noch verbessern können.",,Gar nicht,Sehr gut,,,,,,
352,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,EvalML-1-2,EvalML,11,90,True,surveySlider,,,,,,Wie gut hast du den Unterschied zwischen spezifischer und allgemeiner KI verstanden?,,Gar nicht,Sehr gut,,,,,,
353,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,EvalML-1-3,EvalML,59,"[True, False, False, True, False, True, False, False, True]",True,multipleChoice,correct,,,,,Welche der Aussagen stimmen?,"[{'de': 'KI-Anwendungen zeichnen sich dadurch aus, dass sie intelligentes Verhalten zeigen, autonom funktionieren und mit Erfahrung lernen', 'en-US': 'AI applications are characterized by exhibiting intelligent behavior, functioning autonomously, and learning with experience'}, {'de': 'Eine fertige KI-Anwendung kann nicht ohne Hilfe von einem Menschen funktionieren', 'en-US': 'A finished AI application cannot function without help from a human'}, {'de': 'Eine fertige KI-Anwendung kann nicht mit Erfahrung lernen, sie bleibt, wie sie ist', 'en-US': 'A ready-made AI application cannot learn with experience, it remains as it is'}, {'de': 'Eine spezifische KI zeigt intelligentes Verhalten in einem kleinen Bereich', 'en-US': 'A specific AI exhibits intelligent behavior in a small domain'}, {'de': 'Jede KI hat allgemeine Intelligenz. Damit ist jede KI eine allgemeine KI', 'en-US': 'Every AI has general intelligence. Thus every AI is a general AI'}, {'de': 'Ein Programm, dass so gut Schach spielen kann, wie Menschen, ist ein Beispiel für eine spezifische KI', 'en-US': 'A program that can play chess as well as humans is an example of a specific AI'}, {'de': 'Derzeit gibt es sowohl Anwendungen, die zur spezifischen, als auch welche, die zur allgemeinen KI gehören', 'en-US': 'Currently, there are applications that belong to specific AI as well as those that belong to general AI'}, {'de': 'KI kann irgendwann alles besser als der Mensch', 'en-US': 'AI will eventually be able to do everything better than humans'}, {'de': 'Jeder Mensch wird zukünftig eine Vielzahl verschiedener KIs in seinem Alltag nutzen', 'en-US': 'In the future, everyone will use a variety of different AIs in their everyday lives'}]",,,,"[True, False, False, True, False, True, False, False, True]",,,,
354,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,EvalML-1-4,EvalML,30,"[True, False, True, False]",True,multipleChoice,correct,"[[True, True, True, False]]",1,,,Welche der folgenden Anwendungen enthalten KI-Methoden?,"[{'de': 'Die Erkennung von Gegenständen auf Bildern', 'en-US': 'The recognition of objects in images'}, {'de': 'Das Sortieren von Bildern nach Datum', 'en-US': 'Sorting images by date'}, {'de': 'Ein personalisiertes Empfehlungssystem für Musik', 'en-US': 'A personalized recommendation system for music'}, {'de': 'Eine Nachrichtenseite, die jedem Nutzer den gleichen Inhalt präsentiert', 'en-US': 'A news site that presents the same content to every user'}]",,,"Denk an die drei Eigenschaften, die KI-Anwendungen ausmachen: intelligentes Verhalten, Lernen mit Erfahrung und Selbständigkeit.","[True, False, True, False]",,,,
355,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,EvalML-1-5,EvalML,15,75,True,surveySlider,,,,,,"Wie gut hast du verstanden, was maschinelles Lernen ist? Sei dabei so ehrlich es geht, damit wir diese Inhalte noch verbessern können.",,Gar nicht,Sehr gut,,,,,,
356,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,EvalML-1-6,EvalML,9,64,True,surveySlider,,,,,,"Wie sehr hast du das Gefühl, verstanden zu haben, was der Unterschied zwischen überwachtem und unüberwachtem Lernen ist?",,Gar nicht,Sehr gut,,,,,,
357,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,EvalML-1-7,EvalML,110,Beim maschinellen lernen werden KIs selbständig darauf trainiert bestimmte Daten zuzuordnen oder sie zu labeln. Dabei unterscheidet man  zwischen überwachtem und unüberwachtem  lernen.,True,freetext,correct,,,"{'content': 5, 'format': 5, 'creativity': 4}",,"Beschreib noch einmal in eigenen Worten, was maschinelles Lernen ist.",,,,,"Das maschinelle Lernen ist ein Teilbereich der KI. Er beschäftigt sich mit Programmen, die selbständig in großen Datenmengen Gesetzmäßigkeiten erkennen können. Solche Programme lernen anhand vieler Beispiele bzw. aus Erfahrung.",23.0,5.0,5.0,4.0
358,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,EvalML-1-8,EvalML,39,"[True, False, True, True, False, True, True, True]",True,multipleChoice,correct,,,,,Welche der Aussagen über maschinelles Lernen stimmen?,"[{'de': 'Algorithmen des maschinellen Lernens können aus vorhandenen Daten selbständig lernen', 'en-US': 'Machine learning algorithms can learn autonomously from existing data'}, {'de': 'Beim überwachten Lernen nutzen wir Daten ohne Label', 'en-US': 'In supervised learning, we use data without a label'}, {'de': 'Beim unüberwachten Lernen versuchen wir, Strukturen in den Daten zu entdecken', 'en-US': 'In unsupervised learning, we try to discover structure in the data'}, {'de': 'Clustering ist ein Beispiel für unüberwachtes Lernen', 'en-US': 'Clustering is an example of unsupervised learning'}, {'de': 'Wenn wir für Daten Label vorhersagen wollen, betreiben wir Clustering', 'en-US': 'When we want to predict labels for data points, we engage in clustering'}, {'de': 'Wenn wir für Daten Label vorhersagen wollen, betreiben wir überwachtes Lernen', 'en-US': 'If we want to predict label for data, we do supervised learning'}, {'de': 'Algorithmen des maschinellen Lernens lernen nur, was in den Daten vorhanden ist. Daher ist die Auswahl an Trainingsdaten sehr wichtig', 'en-US': 'Machine learning algorithms only learn what is available in the data. Therefore, the selection of training data is very important'}, {'de': 'Algorithmen des maschinellen Lernens benötigen oft große Mengen an Daten, damit sie gute Ergebnisse erzielen', 'en-US': 'Machine learning algorithms often require large amounts of data to produce good results'}]",,,,"[True, False, True, True, False, True, True, True]",,,,
359,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,EvalML-1-9,EvalML,25,"[True, True]",True,multipleChoice,correct,,,,,Welche Art des Lernens sind folgende Aufgaben?,"[{'de': 'Eine Webseite, die für neue Rezepte vorhersagt, ob sie dir “gefallen” oder “nicht gefallen”, ist eine Aufgabe für das überwachte Lernen', 'en-US': 'A website that predicts whether you will ""like"" or ""dislike"" new recipes is a task for supervised learning'}, {'de': 'Eine Webseite, die ähnliche Rezepte gruppiert, wäre eine Aufgabe für das Clustering', 'en-US': 'A website that groups similar recipes would be a task for clustering'}]",,,,"[True, True]",,,,
360,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-1-1-1,Impact-1,190,"[False, True]",True,multipleChoice,correct,,,,,"Was glaubst du, warum das Gesicht der dunkelhäutigen Frau nicht erkannt wurde?","[{'de': 'Der Algorithmus wurde falsch programmiert', 'en-US': 'The algorithm was programmed incorrectly'}, {'de': 'Die Trainingsdaten, mit denen der Algorithmus gelernt hat, enthielten keine oder kaum Bilder von dunkelhäutigen Menschen', 'en-US': 'The training data with which the algorithm learned contained no or hardly any images of dark-skinned people'}]",,,,"[False, True]",,,,
361,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-2-1-1,Impact-2,246,"Es könnte nicht nur für Späße missbraucht werden sondern auch für schlimme Konsequenzen für die gefakten Leute sorgen wenn diese nicht mehr nachweisen können, dass das Video gefaket ist.",True,freetext,correct,,,"{'content': 4, 'format': 4, 'creativity': 4}",,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,,,,,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",29.0,4.0,4.0,4.0
362,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-2-1-2,Impact-2,142,5,True,surveySlider,,,,,,"Ich würde gerne in einem Land leben, dass den Alltag aller Bürger mit KI überwacht.",,Stimme nicht zu,Stimme stark zu,,,,,,
363,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-2-1-3,Impact-2,16,90,True,surveySlider,,,,,,Die Überwachung des Alltags aller Bürger sehe ich sehr kritisch.,,Stimme nicht zu,Stimme stark zu,,,,,,
364,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-2-1-4,Impact-2,13,89,True,surveySlider,,,,,,"Mich würde es stören, mittels KI-Technologien überwacht zu werden.",,Stimme nicht zu,Stimme stark zu,,,,,,
365,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-2-1-5,Impact-2,21,24,True,surveySlider,,,,,,Die Überwachung durch die Regierung bietet viele Vorteile für die Gesellschaft.,,Stimme nicht zu,Stimme stark zu,,,,,,
366,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-2-1-6,Impact-2,17,92,True,surveySlider,,,,,,"Ich würde nicht in einem Land leben wollen, dass meinen Alltag überwacht.",,Stimme nicht zu,Stimme stark zu,,,,,,
367,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-2-1-7,Impact-2,13,61,True,surveySlider,,,,,,In einem Land mit Überwachung würde ich mich sehr sicher fühlen.,,Stimme nicht zu,Stimme stark zu,,,,,,
368,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-3-1-1,Impact-3,737,"[1, 1, 0, 1, 1, 1]",True,survey,,,,,,"Was glaubst du, welche Berufe relativ einfach von KI-Anwendungen übernommen werden können?","[{'de': 'Pflegepersonal', 'en-US': 'Care givers'}, {'de': 'LKW- und Taxifahrer', 'en-US': 'Truck and cab drivers'}, {'de': 'Wissenschaftler', 'en-US': 'Scientists'}, {'de': 'Angestellte bei einer Bank oder Versicherung', 'en-US': 'Employees at a bank or insurance company'}, {'de': 'Angestellte im Kundenservice', 'en-US': 'Customer service employees'}, {'de': 'Lehrer', 'en-US': 'Teacher'}]",,,,,,,,
369,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-3-1-2,Impact-3,34,"[False, True, False, True, True, False]",True,multipleChoice,correct,,,,,Welche Jobs sind also bedroht?,"[{'de': 'Pflegepersonal', 'en-US': 'Care givers'}, {'de': 'LKW- und Taxifahrer', 'en-US': 'Truck and cab drivers'}, {'de': 'Wissenschaftler', 'en-US': 'Scientists'}, {'de': 'Angestellte bei einer Bank oder Versicherung', 'en-US': 'Employees at a bank or insurance company'}, {'de': 'Angestellte im Kundenservice', 'en-US': 'Customer service employees'}, {'de': 'Lehrer', 'en-US': 'Teacher'}]",,,"Kaum betroffen sind soziale Jobs und solche, die viel abstraktes Denken benötigen.","[False, True, False, True, True, False]",,,,
370,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-3-1-3,Impact-3,259,"Ich kann mir wie schon erwähnt auch vorstellen, dass Ärzte mit KI arbeiten und dann aber trotzdem noch ein Mensch sich um  die Patienten kümmert. Auch Piloten wären durch einen Autopiloten meiner Meinung nach gut ersetzbar doch es sollte immer noch ein zusätzlicher Mensch am Steuer sein.",True,freetext,correct,,,"{'content': 5, 'format': 5, 'creativity': 4}",,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?",,,,,"Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",47.0,5.0,5.0,4.0
371,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,Impact-4-1-1,Impact-4,133,"[True, False, True, True, True, True, False]",True,multipleChoice,correct,,,,,Was sind möglichen Folgen vom Einsatz von KI in der Medizin?,"[{'de': 'KI kann die Erkennung von Tumoren auf Scans verbessern', 'en-US': 'AI can improve tumor detection on scans'}, {'de': 'KI-Methoden können immer die richtige Diagnose stellen', 'en-US': 'AI methods can always make the right diagnosis'}, {'de': 'KI kann helfen, bessere Diagnosen zu stellen', 'en-US': 'AI can help make better diagnoses'}, {'de': 'KI kann helfen, die richtigen Behandlungen zu empfehlen', 'en-US': 'AI can help recommend the right treatments'}, {'de': 'KI kann helfen, die Behandlungen besser an jeden einzelnen Patienten anzupassen', 'en-US': 'AI can help better tailor treatments to each individual patient'}, {'de': 'KI kann die medizinische Versorgung günstiger machen', 'en-US': 'AI can make medical care more affordable'}, {'de': 'KI-Methoden werden Ärzte komplett ersetzen', 'en-US': 'AI methods will completely replace doctors'}]",,,"Denk auch an alles, was du schon über KI weißt.","[True, False, True, True, True, True, False]",,,,
372,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,AIClosing-1-1,AIClosing,10,100,True,surveySlider,,,,,,KI wird das Leben der Menschen verbessern.,,Stimme nicht zu,Stimme stark zu,,,,,,
373,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,AIClosing-1-2,AIClosing,7,100,True,surveySlider,,,,,,"Bei der Entwicklung von KI gibt es Risiken, die bedacht werden müssen",,Stimme nicht zu,Stimme stark zu,,,,,,
374,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,AIClosing-1-3,AIClosing,12,34,True,surveySlider,,,,,,KI birgt eine Gefahr für die Menschheit.,,Stimme nicht zu,Stimme stark zu,,,,,,
375,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,AIClosing-1-4,AIClosing,9,89,True,surveySlider,,,,,,Die Vorteile durch die Entwicklung von KI überwiegen die Risiken.,,Stimme nicht zu,Stimme stark zu,,,,,,
376,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,AIClosing-1-5,AIClosing,223,"Die Bedenken die solche Personen äußern sind nie ohne Grund und darauf sollte man eingehen. Ich würde auch versuchen solchen Menschen zu zeigen, dass wir Menschen der KI dennoch in vielen Dingen überlegen sind und ich würde ihnen zeigen wie viel Kontrolle man dennoch über KI haben kann.",True,freetext,pending,,,,,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?",,,,,"Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",48.0,,,
377,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,AIClosing-1-6,AIClosing,9,75,True,surveySlider,,,,,,Hattest du Spaß?,,Sehr wenig,Sehr viel,,,,,,
378,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,AIClosing-1-7,AIClosing,7,87,True,surveySlider,,,,,,Hast du etwas gelernt?,,Sehr wenig,Sehr viel,,,,,,
379,Ay6mfswm3SFcQdNJg,qFEyvypMn4sAwLwtc,AIClosing-1-8,AIClosing,243,"Ich fand das Design und die Idee dieser Plattform sehr gut und mir fällt nicht wirklich irgendetwas ein woran man meckern könnte, außer wenn ich sehr pingelig mit der Bewertung bin. Eine Sache die ich toll fände wenn sie verbessert würde wäre die Dauer der Lektionen und deren ""Belohnung"". Wenn bei einer Übung nur sehr wenige Coins angeboten werden hat man weniger Lust diese zu machen.",True,freetext,pending,,,,,"Wir wollen diesen Kurs natürlich noch verbessern, damit zukünftige Schülerinnen und Schüler noch mehr Spaß haben. Möchtest du uns zum Abschied noch etwas mitteilen? Was fandest du besonders gut, war irgendeine Stelle doof oder schwer verständlich oder sollen wir irgendwas ändern?",,,,,"Die SuS können hier noch etwas loswerden. Ist kein Muss, sie haben ja auch schon genug gearbeitet :)",66.0,,,
380,hn2oJ5p2CwPfG44wx,qFEyvypMn4sAwLwtc,AI-1-v2-1-1,AI-1-v2,62,71,True,surveySlider,,,,,,"Wie gut weißt du schon, was KI ist?",,Gar nicht,Sehr gut,,,,,,
381,hn2oJ5p2CwPfG44wx,qFEyvypMn4sAwLwtc,AI-1-v2-1-2,AI-1-v2,818,"Bei Künstlichen Intelligenzen wird durch das Deep Learning (dies kann z.B. über Pixel Registrierungen bei Bildern funktionieren, wenn es um Bilderkennung handelt) versucht, Computern die Fähigkeit zu verleihen menschlich zu denken und zu lernen.",True,freetext,correct,,,"{'content': 4, 'format': 5, 'creativity': 5}",,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ",,,,,"Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",34.0,4.0,5.0,5.0
382,hn2oJ5p2CwPfG44wx,qFEyvypMn4sAwLwtc,AI-1-v2-2-1,AI-1-v2,495,"[0, 0, 0, 1, 0]",True,survey,,,,,,"Wie viele deiner Zeichnungen hat die KI erkannt? Keine Sorge, das hier ist eine Umfrage, dabei gibt es keine richtigen oder falschen Antworten. Umfragen sind anonym, du kannst also einfach anklicken, was auf dich zutrifft. Danach siehst du, wie viele der anderen in deiner Klasse, welche Option gewählt haben.","[{'de': '0', 'en-US': '0'}, {'de': '1-2', 'en-US': '1-2.'}, {'de': '3-4', 'en-US': '3-4'}, {'de': '5-6', 'en-US': '5-6'}]",,,,,,,,
383,hn2oJ5p2CwPfG44wx,qFEyvypMn4sAwLwtc,AI-2-v2-1-1,AI-2-v2,282,"[True, True, False, True]",True,multipleChoice,correct,,,,,"Kannst du erkennen, wo KI überall drin steckt? Denke dabei an die Eigenschaften, die alle KI-Anwendungen verbindet. Bei Multiple-Choice Aufgaben, neben denen “Mehrfachauswahl” steht, können mehrere Antworten richtig sein. Wähle alle richtigen Antworten aus. Wenn du mal nicht weiter weißt, kannst du dir auch einen Tipp holen.","[{'de': 'Der Newsfeed eines Social Network nutzt KI', 'en-US': 'The newsfeed of a social network uses AI'}, {'de': 'Die Personalisierung einer Google-Anfrage nutzt KI', 'en-US': 'The personalization of a Google query uses AI'}, {'de': 'Die Startseite einer Webseite, die jedem Besucher die gleichen Inhalte anzeigt nutzt KI', 'en-US': 'The home page of a website that displays the same content to every visitor uses AI'}, {'de': 'Gesichtserkennung nutzt KI', 'en-US': 'Face recognition uses AI'}]",,,"Denk an die Beispiele, die wir uns am Anfang angeschaut haben. Wenn du es immer noch nicht weißt, ist das nicht schlimm, dann zeigen wir dir die Lösung. Damit du aber auch wirklich etwas lernst, musst du diese eine Aufgabe dann später nochmal machen.","[True, True, False, True]",,,,
384,hn2oJ5p2CwPfG44wx,qFEyvypMn4sAwLwtc,AI-3-v2-1-1,AI-3-v2,76,"[False, False, False]",True,multipleChoice,correct,,1,,,Was für Sachen können KI-Anwendungen?,"[{'de': 'Die Anwendung, die den Facebook-Feed erstellt, kann auch Schach spielen', 'en-US': 'The application that creates the Facebook feed can also play chess'}, {'de': 'Das Programm zur Gesichtserkennung auf deinem Handy kann auch Auto fahren', 'en-US': 'The face recognition program on your phone can also drive a car'}, {'de': 'Eine Sprachsteuerung wie Siri oder Alexa kann auch Gesichter erkennen', 'en-US': 'A voice control like Siri or Alexa can also recognize faces'}]",,,"Kann überhaupt eine dieser Anwendungen etwas, für das sie nicht programmiert wurde?","[False, False, False]",,,,
385,hn2oJ5p2CwPfG44wx,qFEyvypMn4sAwLwtc,AI-3-v2-1-2,AI-3-v2,281,"[True, False, True]",True,multipleChoice,correct,,1,,,Welche der Aussagen über KI-Anwendungen stimmen?,"[{'de': 'Empfehlungssysteme gehören zur spezifischen KI', 'en-US': 'Recommendation systems are part of specific AI'}, {'de': 'Programme zur Bilderkennung gehören zur allgemeinen KI', 'en-US': 'Image recognition programs are part of general AI'}, {'de': 'Eine KI aus einem Film, die eigenständige Entscheidungen trifft, mit Menschen spricht und sich am Ende gegen sie wendet, gehört zur allgemeinen KI', 'en-US': 'An AI from a movie that makes independent decisions, talks to humans and turns against them in the end is part of general AI'}]",,,Welche Anwendung kann nur eine Sache gut und welche könnte vieles?,"[True, False, True]",,,,
386,hn2oJ5p2CwPfG44wx,qFEyvypMn4sAwLwtc,AI-4-v2-1-1,AI-4-v2,139,"[False, True, True, False]",True,multipleChoice,correct,,1,,,Was bedeuten diese Unterscheidung zwischen spezifischer und allgemeiner KI jetzt für die Intelligenz von KI-Anwendungen?,"[{'de': 'KI-Anwendungen sind allgemein intelligent', 'en-US': 'AI applications are generally intelligent'}, {'de': 'KI-Anwendungen zeigen intelligentes Verhalten in einem kleinen Bereich', 'en-US': 'AI applications exhibit intelligent behavior in a small domain'}, {'de': 'Intelligentes Verhalten in einem spezifischen Bereich muss nicht gleich allgemeine Intelligenz bedeuten', 'en-US': 'Intelligent behavior in a specific area does not have to mean general intelligence'}, {'de': 'Eine KI, die sich in einem einzigen Bereich so intelligent verhält wie ein Mensch, muss allgemeine Intelligenz besitzen', 'en-US': 'An AI that behaves as intelligently as a human in one single area must have general intelligence'}]",,,Denk an den Unterschied zwischen intelligentem Verhalten in einem kleinen Bereich (spezifische Intelligenz) und allgemeiner Intelligenz.,"[False, True, True, False]",,,,
387,hn2oJ5p2CwPfG44wx,qFEyvypMn4sAwLwtc,AI-4-v2-1-2,AI-4-v2,127,"[True, True, False, True, True, False, True]",True,multipleChoice,correct,"[[True, True, False, False, True, True, True], [True, True, False, False, True, False, True]]",1,,,Lass uns noch einmal das Wichtigste wiederholen! Welche dieser Aussagen stimmen?,"[{'de': 'KI-Anwendungen treffen eigenständige Entscheidungen', 'en-US': 'AI applications make independent decisions'}, {'de': 'KI-Anwendungen lernen durch Erfahrung', 'en-US': 'AI applications learn through experience'}, {'de': 'Intelligentes Verhalten setzt allgemeine Intelligenz voraus', 'en-US': 'Intelligent behavior requires general intelligence'}, {'de': 'Heutige KI-Anwendungen gehören alle zur spezifischen KI', 'en-US': ""Today's AI applications all belong to specific AI""}, {'de': 'Spezifische KI umfasst Anwendungen, die menschenähnliche Intelligenz in einem kleinen Bereich zeigen', 'en-US': 'Specific AI includes applications that exhibit human-like intelligence in a small domain'}, {'de': 'Ein Spam-Filter ist eine allgemeinen KI', 'en-US': 'A spam filter is a general AI'}, {'de': 'Eine KI, die in allen Bereichen so schlau ist wie ein Mensch, gibt es noch nicht', 'en-US': 'An AI that is as smart as a human in all areas does not yet exist'}]",,,Lies die Antworten ganz genau.,"[True, True, False, True, True, False, True]",,,,
388,hn2oJ5p2CwPfG44wx,qFEyvypMn4sAwLwtc,AI-4-v2-1-3,AI-4-v2,511,"Es gibt zwei Arten von KIs einmal die spezifische KI und einmal die allgemeine KI. Die allgemeine KI ist in allen Bereichen gut und ist demnach auf einer Leistungshöhe mit dem Menschen. Eine spezifische KI ist jedoch nur in einer spezifischen Aufgabe gut.Anwendungen, die sich an etwas anpassen und selbst Entscheidungen treffen, gehören zur KI. ",True,freetext,correct,,,"{'content': 4, 'format': 5, 'creativity': 4}",,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.",,,,,"KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",55.0,4.0,5.0,4.0
